model_version,position_group,role,duty,attribute,base_weight,duty_modifier,effective_weight,weight_tier,core_soft_floor_applies,soft_floor_if_attr_lt_6,soft_floor_if_attr_lt_8,soft_floor_if_attr_lt_10,normal_multiplier_if_attr_ge_10,notes,source_url
role_weights_v2.0,DC,Central Defender,Stopper,Anticipation,4,1,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,Central Defender,Stopper,Bravery,3,1,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,Central Defender,Stopper,Composure,2,0,2,useful,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,Central Defender,Stopper,Concentration,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,Central Defender,Stopper,Decisions,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,Central Defender,Stopper,Heading,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,Central Defender,Stopper,Jumping Reach,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,Central Defender,Stopper,Marking,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,Central Defender,Stopper,Pace,2,0,2,useful,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,Central Defender,Stopper,Positioning,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,Central Defender,Stopper,Strength,3,1,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,Central Defender,Stopper,Tackling,5,1,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,Libero,Attack,Acceleration,3,1,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,Libero,Attack,Anticipation,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,Libero,Attack,Composure,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,Libero,Attack,Decisions,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,Libero,Attack,Dribbling,3,1,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,Libero,Attack,First Touch,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,Libero,Attack,Long Shots,0,1,1,marginal,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,Libero,Attack,Marking,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,Libero,Attack,Off The Ball,0,1,1,marginal,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,Libero,Attack,Pace,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,Libero,Attack,Passing,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,Libero,Attack,Positioning,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,Libero,Attack,Stamina,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,Libero,Attack,Tackling,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,Libero,Attack,Teamwork,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,Libero,Attack,Technique,4,1,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,Libero,Attack,Vision,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,Libero,Support,Acceleration,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,Libero,Support,Anticipation,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,Libero,Support,Composure,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,Libero,Support,Decisions,4,1,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,Libero,Support,Dribbling,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,Libero,Support,First Touch,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,Libero,Support,Marking,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,Libero,Support,Pace,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,Libero,Support,Passing,5,1,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,Libero,Support,Positioning,4,1,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,Libero,Support,Stamina,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,Libero,Support,Tackling,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,Libero,Support,Teamwork,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,Libero,Support,Technique,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,Libero,Support,Vision,4,1,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,No-Nonsense Centre-Back,Cover,Acceleration,0,1,1,marginal,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,No-Nonsense Centre-Back,Cover,Aggression,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,No-Nonsense Centre-Back,Cover,Anticipation,3,1,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,No-Nonsense Centre-Back,Cover,Bravery,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,No-Nonsense Centre-Back,Cover,Concentration,4,1,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,No-Nonsense Centre-Back,Cover,Decisions,2,0,2,useful,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,No-Nonsense Centre-Back,Cover,Heading,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,No-Nonsense Centre-Back,Cover,Jumping Reach,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,No-Nonsense Centre-Back,Cover,Marking,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,No-Nonsense Centre-Back,Cover,Pace,2,1,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,No-Nonsense Centre-Back,Cover,Positioning,5,1,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,No-Nonsense Centre-Back,Cover,Strength,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,No-Nonsense Centre-Back,Cover,Tackling,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,No-Nonsense Centre-Back,Defend,Aggression,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,No-Nonsense Centre-Back,Defend,Anticipation,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,No-Nonsense Centre-Back,Defend,Bravery,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,No-Nonsense Centre-Back,Defend,Concentration,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,No-Nonsense Centre-Back,Defend,Decisions,2,0,2,useful,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,No-Nonsense Centre-Back,Defend,Heading,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,No-Nonsense Centre-Back,Defend,Jumping Reach,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,No-Nonsense Centre-Back,Defend,Marking,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,No-Nonsense Centre-Back,Defend,Pace,2,0,2,useful,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,No-Nonsense Centre-Back,Defend,Positioning,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,No-Nonsense Centre-Back,Defend,Strength,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,No-Nonsense Centre-Back,Defend,Tackling,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,No-Nonsense Centre-Back,Stopper,Aggression,3,1,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,No-Nonsense Centre-Back,Stopper,Anticipation,3,1,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,No-Nonsense Centre-Back,Stopper,Bravery,4,1,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,No-Nonsense Centre-Back,Stopper,Concentration,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,No-Nonsense Centre-Back,Stopper,Decisions,2,0,2,useful,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,No-Nonsense Centre-Back,Stopper,Heading,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,No-Nonsense Centre-Back,Stopper,Jumping Reach,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,No-Nonsense Centre-Back,Stopper,Marking,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,No-Nonsense Centre-Back,Stopper,Pace,2,0,2,useful,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,No-Nonsense Centre-Back,Stopper,Positioning,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,No-Nonsense Centre-Back,Stopper,Strength,4,1,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DC,No-Nonsense Centre-Back,Stopper,Tackling,5,1,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR,Full Back,Attack,Acceleration,3,1,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR,Full Back,Attack,Anticipation,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR,Full Back,Attack,Crossing,3,1,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR,Full Back,Attack,Decisions,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR,Full Back,Attack,Dribbling,0,1,1,marginal,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR,Full Back,Attack,Marking,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR,Full Back,Attack,Off The Ball,0,1,1,marginal,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR,Full Back,Attack,Pace,3,1,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR,Full Back,Attack,Passing,2,0,2,useful,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR,Full Back,Attack,Positioning,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR,Full Back,Attack,Stamina,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR,Full Back,Attack,Tackling,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR,Full Back,Attack,Teamwork,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR,Full Back,Attack,Work Rate,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR,Full Back,Defend,Acceleration,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR,Full Back,Defend,Anticipation,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR,Full Back,Defend,Concentration,0,1,1,marginal,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR,Full Back,Defend,Crossing,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR,Full Back,Defend,Decisions,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR,Full Back,Defend,Marking,4,1,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR,Full Back,Defend,Pace,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR,Full Back,Defend,Passing,2,0,2,useful,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR,Full Back,Defend,Positioning,4,1,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR,Full Back,Defend,Stamina,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR,Full Back,Defend,Tackling,4,1,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR,Full Back,Defend,Teamwork,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR,Full Back,Defend,Work Rate,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR,Full Back,Support,Acceleration,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR,Full Back,Support,Anticipation,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR,Full Back,Support,Crossing,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR,Full Back,Support,Decisions,3,1,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR,Full Back,Support,Marking,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR,Full Back,Support,Pace,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR,Full Back,Support,Passing,2,1,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR,Full Back,Support,Positioning,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR,Full Back,Support,Stamina,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR,Full Back,Support,Tackling,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR,Full Back,Support,Teamwork,3,1,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR,Full Back,Support,Work Rate,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR,No-Nonsense Full Back,Defend,Anticipation,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR,No-Nonsense Full Back,Defend,Bravery,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR,No-Nonsense Full Back,Defend,Concentration,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR,No-Nonsense Full Back,Defend,Heading,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR,No-Nonsense Full Back,Defend,Marking,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR,No-Nonsense Full Back,Defend,Pace,2,0,2,useful,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR,No-Nonsense Full Back,Defend,Positioning,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR,No-Nonsense Full Back,Defend,Strength,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR,No-Nonsense Full Back,Defend,Tackling,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR,No-Nonsense Full Back,Defend,Teamwork,2,0,2,useful,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR,No-Nonsense Full Back,Defend,Work Rate,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Complete Wing Back,Attack,Acceleration,4,1,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Complete Wing Back,Attack,Agility,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Complete Wing Back,Attack,Crossing,5,1,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Complete Wing Back,Attack,Decisions,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Complete Wing Back,Attack,Dribbling,4,1,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Complete Wing Back,Attack,First Touch,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Complete Wing Back,Attack,Off The Ball,4,1,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Complete Wing Back,Attack,Pace,4,1,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Complete Wing Back,Attack,Passing,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Complete Wing Back,Attack,Positioning,2,0,2,useful,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Complete Wing Back,Attack,Stamina,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Complete Wing Back,Attack,Tackling,2,0,2,useful,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Complete Wing Back,Attack,Technique,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Complete Wing Back,Attack,Work Rate,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Complete Wing Back,Support,Acceleration,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Complete Wing Back,Support,Agility,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Complete Wing Back,Support,Crossing,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Complete Wing Back,Support,Decisions,3,1,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Complete Wing Back,Support,Dribbling,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Complete Wing Back,Support,First Touch,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Complete Wing Back,Support,Off The Ball,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Complete Wing Back,Support,Pace,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Complete Wing Back,Support,Passing,3,1,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Complete Wing Back,Support,Positioning,2,0,2,useful,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Complete Wing Back,Support,Stamina,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Complete Wing Back,Support,Tackling,2,0,2,useful,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Complete Wing Back,Support,Teamwork,0,1,1,marginal,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Complete Wing Back,Support,Technique,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Complete Wing Back,Support,Work Rate,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Inverted Wing Back,Attack,Anticipation,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Inverted Wing Back,Attack,Composure,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Inverted Wing Back,Attack,Decisions,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
